loc,title,bedroom,bathroom,parking_space,price
Kano,Apartment,6.0,1.0,5.0,1836909.156
Kogi,Flat,2.0,2.0,2.0,932690.6414
Delta,Cottage,2.0,1.0,2.0,1146843.759
Kwara,Mansion,3.0,1.0,2.0,3761091.376
Gombe,Detached duplex,2.0,1.0,4.0,1695877.527
Ebonyi,Bungalow,5.0,1.0,2.0,1367317.253
Ekiti,Apartment,3.0,1.0,3.0,1210000.353
Lagos,Townhouse,5.0,2.0,1.0,2419710.299
Rivers,Detached duplex,2.0,1.0,4.0,2210760.017
Osun,Penthouse,5.0,2.0,3.0,2581274.552
Borno,Apartment,1.0,1.0,3.0,755848.6558
Edo,Terrace duplex,9.0,5.0,6.0,3296429.357
Enugu,Townhouse,7.0,5.0,1.0,2905686.346
Cross River,Semi-detached duplex,9.0,2.0,3.0,3296926.87
Bauchi,Terrace duplex,9.0,4.0,1.0,2435662.186
Kebbi,Flat,5.0,4.0,3.0,1612701.265
Ondo,Apartment,5.0,2.0,2.0,1764318.881
Kogi,Semi-detached duplex,3.0,2.0,6.0,1654655.387
Sokoto,Townhouse,5.0,2.0,1.0,1561699.276
Enugu,Mansion,3.0,2.0,3.0,1888006.166
Lagos,Townhouse,1.0,1.0,3.0,2422119.953
Gombe,Detached duplex,5.0,3.0,4.0,2180317.44
Gombe,Penthouse,5.0,4.0,5.0,2733575.423
Gombe,Apartment,8.0,4.0,6.0,2164506.776
Bayelsa,Bungalow,2.0,1.0,2.0,1791324.147
Oyo,Terrace duplex,4.0,3.0,5.0,2199494.976
Sokoto,Mansion,4.0,3.0,3.0,2739562.558
Enugu,Apartment,2.0,2.0,2.0,1244004.306
Oyo,Detached duplex,2.0,1.0,3.0,1809802.698
Rivers,Mansion,6.0,5.0,5.0,6330312.356
Kaduna,Apartment,3.0,3.0,5.0,1213851.734
Rivers,Cottage,4.0,1.0,1.0,1484735.828
Ogun,Terrace duplex,6.0,3.0,2.0,2574424.377
Ekiti,Detached duplex,5.0,2.0,3.0,2279007.718
Delta,Semi-detached duplex,9.0,1.0,4.0,3499687.2
Zamfara,Mansion,7.0,6.0,2.0,3757498.599
Ebonyi,Penthouse,5.0,2.0,3.0,2170566.432
Ondo,Flat,1.0,1.0,4.0,1293928.622
Imo,Semi-detached duplex,8.0,4.0,2.0,2685592.488
Jigawa,Detached duplex,6.0,6.0,2.0,2261946.579
Abia,Flat,8.0,4.0,1.0,2073416.565
Edo,Terrace duplex,1.0,1.0,2.0,1265462.801
Abia,Bungalow,1.0,1.0,4.0,833306.0869
Ekiti,Townhouse,5.0,2.0,2.0,2234301.476
Osun,Bungalow,9.0,4.0,5.0,2752795.513
Katsina,Semi-detached duplex,7.0,4.0,2.0,2263065.193
Kogi,Flat,4.0,3.0,5.0,1600525.059
Gombe,Semi-detached duplex,3.0,2.0,1.0,1467058.483
Katsina,Flat,2.0,1.0,2.0,1171228.71
Ebonyi,Cottage,3.0,2.0,3.0,1204878.629
Katsina,Terrace duplex,4.0,1.0,2.0,1410355.32
Katsina,Townhouse,6.0,2.0,1.0,2120095.984
Jigawa,Flat,3.0,2.0,2.0,1305270.675
Gombe,Mansion,4.0,2.0,2.0,2958082.865
Ogun,Flat,3.0,1.0,1.0,1554271.981
Kebbi,Bungalow,4.0,3.0,6.0,1406734.219
Lagos,Townhouse,4.0,2.0,3.0,3267763.501
Zamfara,Bungalow,2.0,1.0,3.0,917937.93
Taraba,Semi-detached duplex,6.0,1.0,1.0,1927522.529
Jigawa,Flat,8.0,1.0,2.0,1991188.827
Osun,Semi-detached duplex,3.0,3.0,6.0,1672106.924
Yobe,Townhouse,5.0,2.0,1.0,1646805.976
Sokoto,Detached duplex,2.0,2.0,1.0,1267331.639
Bayelsa,Cottage,4.0,2.0,4.0,2511856.0
Edo,Terrace duplex,1.0,1.0,2.0,1461999.056
Gombe,Mansion,9.0,5.0,1.0,4719637.369
Delta,Flat,3.0,2.0,1.0,1783288.744
Ogun,Penthouse,1.0,1.0,2.0,2499952.07
Anambra,Detached duplex,3.0,1.0,1.0,1863901.268
Kebbi,Mansion,4.0,3.0,1.0,2848317.735
Kogi,Detached duplex,7.0,5.0,3.0,2721226.877
Rivers,Bungalow,5.0,1.0,2.0,2360491.097
Edo,Penthouse,6.0,1.0,3.0,3082090.487
Nasarawa,Flat,1.0,1.0,1.0,1019144.419
Kaduna,Semi-detached duplex,3.0,2.0,4.0,1537328.074
Plateau,Terrace duplex,4.0,3.0,4.0,1734292.253
Kwara,Apartment,7.0,4.0,4.0,1941667.969
Imo,Apartment,7.0,4.0,2.0,2061783.957
Taraba,Apartment,1.0,1.0,2.0,890950.4652
Edo,Townhouse,2.0,1.0,3.0,1514081.308
Kano,Apartment,1.0,1.0,4.0,983833.4936
Cross River,Townhouse,4.0,3.0,5.0,2396690.624
Niger,Flat,9.0,4.0,3.0,2502130.152
Ebonyi,Apartment,5.0,2.0,3.0,1307421.301
Nasarawa,Terrace duplex,2.0,1.0,4.0,1364307.912
Zamfara,Apartment,3.0,2.0,3.0,1085020.104
Imo,Townhouse,2.0,1.0,1.0,1643070.36
Kogi,Bungalow,5.0,4.0,2.0,1790256.208
Imo,Bungalow,1.0,1.0,2.0,1101256.31
Bayelsa,Mansion,2.0,1.0,3.0,2460895.022
Kano,Penthouse,4.0,1.0,6.0,2450911.108
Adamawa,Flat,2.0,1.0,2.0,1036404.289
Oyo,Detached duplex,4.0,2.0,2.0,2117038.328
Kogi,Flat,3.0,1.0,1.0,1080562.817
Jigawa,Semi-detached duplex,7.0,4.0,5.0,2123269.849
Adamawa,Detached duplex,2.0,2.0,3.0,1468980.376
Taraba,Penthouse,5.0,3.0,4.0,2496130.375
Benue,Townhouse,1.0,1.0,3.0,1137539.167
Edo,Townhouse,1.0,1.0,4.0,1350193.832
Zamfara,Bungalow,5.0,4.0,1.0,1576265.181
Delta,Penthouse,7.0,7.0,6.0,4573754.088
Taraba,Terrace duplex,6.0,3.0,1.0,1998003.447
Adamawa,Apartment,4.0,2.0,4.0,1319055.598
Kebbi,Terrace duplex,3.0,3.0,4.0,1314289.582
Nasarawa,Cottage,1.0,1.0,3.0,839296.3706
Oyo,Bungalow,4.0,3.0,3.0,1902010.357
Imo,Semi-detached duplex,5.0,2.0,4.0,1916021.838
Plateau,Terrace duplex,7.0,5.0,6.0,2391998.44
Katsina,Townhouse,1.0,1.0,1.0,1145219.541
Anambra,Flat,6.0,4.0,4.0,2276485.439
Kwara,Bungalow,6.0,5.0,2.0,1982874.874
Bayelsa,Semi-detached duplex,4.0,1.0,3.0,2498706.64
Kogi,Bungalow,8.0,7.0,4.0,2417316.926
Yobe,Cottage,2.0,1.0,3.0,726023.5679
Enugu,Bungalow,9.0,1.0,2.0,2766274.114
Gombe,Detached duplex,6.0,5.0,4.0,2578672.397
Ondo,Flat,1.0,1.0,5.0,1267902.847
Osun,Semi-detached duplex,3.0,2.0,5.0,1606110.31
Zamfara,Flat,6.0,3.0,2.0,1766596.453
Cross River,Detached duplex,1.0,1.0,3.0,1645467.85
Rivers,Apartment,4.0,2.0,3.0,1955197.964
Bayelsa,Detached duplex,3.0,2.0,5.0,2831540.352
Ebonyi,Apartment,3.0,1.0,3.0,1044191.497
Osun,Mansion,5.0,1.0,1.0,4602502.322
Borno,Apartment,8.0,6.0,3.0,1989233.368
Ondo,Semi-detached duplex,7.0,3.0,2.0,2621577.091
Ogun,Flat,4.0,2.0,4.0,1988815.047
Zamfara,Flat,1.0,1.0,2.0,908427.3039
Lagos,Apartment,4.0,1.0,1.0,2293377.045
Taraba,Terrace duplex,2.0,2.0,3.0,1200321.621
Edo,Semi-detached duplex,6.0,5.0,2.0,2478192.947
Yobe,Townhouse,3.0,2.0,6.0,1547013.693
Bauchi,Semi-detached duplex,2.0,1.0,1.0,1134848.047
Rivers,Mansion,9.0,1.0,6.0,7042869.699
Osun,Flat,2.0,1.0,4.0,1254420.797
Ondo,Mansion,1.0,1.0,3.0,3913726.733
Kaduna,Apartment,7.0,3.0,2.0,1877822.638
Kebbi,Flat,1.0,1.0,3.0,753327.3973
Nasarawa,Mansion,5.0,1.0,4.0,2115356.027
Ondo,Penthouse,2.0,1.0,6.0,2452458.965
Ondo,Apartment,2.0,1.0,5.0,1334858.56
Gombe,Bungalow,6.0,5.0,6.0,2003507.648
Benue,Penthouse,6.0,3.0,3.0,2710664.872
Ekiti,Flat,7.0,6.0,4.0,2380392.505
Imo,Bungalow,4.0,2.0,2.0,1581724.481
Ebonyi,Mansion,2.0,2.0,2.0,1235297.704
Kano,Townhouse,4.0,2.0,4.0,1885251.072
Kwara,Flat,1.0,1.0,2.0,943620.1986
Kwara,Mansion,4.0,1.0,1.0,3817684.973
Kano,Detached duplex,4.0,1.0,1.0,1808322.857
Oyo,Apartment,1.0,1.0,1.0,1115570.99
Osun,Semi-detached duplex,2.0,2.0,3.0,1295992.275
Imo,Detached duplex,2.0,1.0,2.0,1510934.829
Nasarawa,Bungalow,3.0,2.0,4.0,1455029.894
Zamfara,Detached duplex,4.0,2.0,1.0,1526466.675
Akwa Ibom,Detached duplex,6.0,5.0,3.0,3422468.04
Ogun,Bungalow,4.0,1.0,4.0,1970373.564
Ebonyi,Flat,4.0,3.0,2.0,1333862.051
Kebbi,Penthouse,2.0,1.0,1.0,1481449.207
Lagos,Semi-detached duplex,6.0,2.0,6.0,3804631.043
Ondo,Mansion,9.0,1.0,3.0,5433291.913
Jigawa,Detached duplex,7.0,4.0,1.0,2349838.294
Niger,Flat,1.0,1.0,3.0,1080397.957
Anambra,Detached duplex,5.0,1.0,3.0,2314754.138
Yobe,Terrace duplex,6.0,2.0,6.0,1888239.855
Rivers,Semi-detached duplex,5.0,4.0,2.0,2848400.231
Taraba,Detached duplex,3.0,1.0,3.0,1623463.506
Benue,Mansion,4.0,3.0,3.0,3478412.403
Jigawa,Townhouse,8.0,4.0,1.0,2401478.467
Ogun,Mansion,8.0,3.0,3.0,5692353.952
Niger,Mansion,6.0,1.0,4.0,3610043.34
Abia,Detached duplex,1.0,1.0,4.0,1310981.736
Edo,Townhouse,1.0,1.0,3.0,1396577.448
Edo,Townhouse,9.0,3.0,3.0,3370370.421
Rivers,Mansion,1.0,1.0,3.0,2097486.121
Yobe,Penthouse,5.0,2.0,4.0,2174772.717
Edo,Semi-detached duplex,5.0,1.0,1.0,2043855.92
Katsina,Bungalow,3.0,3.0,5.0,1352061.044
Plateau,Apartment,5.0,2.0,3.0,1493862.511
Kano,Penthouse,1.0,1.0,3.0,1683261.892
Delta,Detached duplex,1.0,1.0,3.0,2003823.996
Kogi,Apartment,4.0,2.0,3.0,1128805.28
Bauchi,Bungalow,2.0,1.0,1.0,1080746.236
Kogi,Apartment,6.0,1.0,2.0,1638905.792
Borno,Apartment,6.0,3.0,5.0,1598176.862
Delta,Apartment,1.0,1.0,5.0,1245587.7
Niger,Penthouse,3.0,2.0,5.0,2144913.363
Kogi,Bungalow,3.0,2.0,3.0,1425214.981
Katsina,Penthouse,5.0,4.0,4.0,2648839.03
Anambra,Detached duplex,2.0,1.0,2.0,1848115.926
Oyo,Townhouse,6.0,3.0,4.0,2594905.775
Plateau,Penthouse,1.0,1.0,1.0,1542947.248
Zamfara,Flat,2.0,2.0,2.0,908044.553
Ekiti,Penthouse,7.0,1.0,3.0,3135736.83
Gombe,Apartment,1.0,1.0,2.0,881182.4232
Ondo,Penthouse,4.0,3.0,5.0,2960974.387
Lagos,Mansion,4.0,1.0,3.0,15402727.91
Gombe,Townhouse,6.0,5.0,1.0,2237564.181
Benue,Terrace duplex,4.0,3.0,4.0,1734292.253
Anambra,Semi-detached duplex,7.0,3.0,2.0,2621577.091
Jigawa,Terrace duplex,6.0,4.0,3.0,1888424.766
Kaduna,Mansion,2.0,2.0,3.0,3719942.727
Kebbi,Mansion,8.0,3.0,6.0,4028999.322
Akwa Ibom,Semi-detached duplex,9.0,6.0,2.0,3693721.051
Ekiti,Mansion,4.0,2.0,4.0,3396228.168
Rivers,Mansion,9.0,6.0,6.0,7647341.461
Bayelsa,Detached duplex,2.0,2.0,1.0,2379276.225
Abia,Penthouse,6.0,4.0,4.0,2514321.859
Rivers,Mansion,1.0,1.0,1.0,1940472.773
Benue,Apartment,5.0,4.0,3.0,1658328.554
Imo,Flat,1.0,1.0,3.0,1065990.813
Lagos,Bungalow,3.0,2.0,3.0,2640587.82
Rivers,Mansion,1.0,1.0,4.0,1914895.139
Borno,Bungalow,1.0,1.0,2.0,844581.9736
Taraba,Bungalow,1.0,1.0,2.0,960691.2702
Lagos,Flat,1.0,1.0,3.0,1951626.17
Ondo,Apartment,1.0,1.0,4.0,1065443.584
Akwa Ibom,Penthouse,1.0,1.0,3.0,2634300.327
Zamfara,Flat,9.0,4.0,1.0,2261875.101
Benue,Cottage,1.0,1.0,4.0,1055332.115
Plateau,Terrace duplex,6.0,2.0,2.0,1986186.185
Ogun,Apartment,8.0,4.0,3.0,2615609.035
Kwara,Penthouse,3.0,1.0,2.0,1868748.338
Enugu,Penthouse,7.0,1.0,4.0,3453908.884
Jigawa,Cottage,1.0,1.0,1.0,914254.9172
Cross River,Penthouse,2.0,2.0,3.0,2455858.491
Ogun,Townhouse,1.0,1.0,4.0,1670029.383
Sokoto,Penthouse,2.0,2.0,1.0,1603079.646
Niger,Townhouse,4.0,2.0,3.0,1634786.607
Edo,Semi-detached duplex,3.0,2.0,1.0,1517561.201
Nasarawa,Cottage,2.0,2.0,3.0,929239.2852
Kebbi,Cottage,4.0,1.0,3.0,1051149.412
Oyo,Flat,2.0,2.0,1.0,1297280.301
Delta,Apartment,1.0,1.0,3.0,1328773.301
Kwara,Bungalow,1.0,1.0,4.0,902260.2035
Imo,Townhouse,1.0,1.0,4.0,1327392.933
Akwa Ibom,Townhouse,6.0,6.0,3.0,3219774.682
Zamfara,Bungalow,9.0,1.0,3.0,2252519.532
Akwa Ibom,Terrace duplex,8.0,2.0,4.0,3291615.213
Niger,Terrace duplex,3.0,2.0,2.0,1286554.453
Borno,Terrace duplex,5.0,4.0,3.0,1789706.038
Edo,Townhouse,3.0,2.0,4.0,1990415.801
Kebbi,Penthouse,9.0,4.0,4.0,3190019.165
Nasarawa,Mansion,4.0,1.0,3.0,4822242.709
Delta,Mansion,3.0,1.0,3.0,2288166.272
Adamawa,Townhouse,8.0,1.0,2.0,2544365.976
Niger,Terrace duplex,6.0,5.0,3.0,2185811.678
Gombe,Townhouse,3.0,2.0,5.0,1745947.86
Zamfara,Townhouse,2.0,2.0,4.0,1149313.212
Edo,Bungalow,7.0,7.0,2.0,2559450.044
Kebbi,Detached duplex,5.0,1.0,2.0,1336861.779
Akwa Ibom,Bungalow,1.0,1.0,3.0,1493029.238
Gombe,Bungalow,1.0,1.0,6.0,1143047.662
Oyo,Cottage,1.0,1.0,2.0,1188264.863
Cross River,Apartment,8.0,7.0,4.0,2753721.982
Nasarawa,Townhouse,2.0,2.0,3.0,1549077.894
Niger,Townhouse,3.0,2.0,4.0,1680766.02
Benue,Detached duplex,4.0,1.0,3.0,1858087.234
Bayelsa,Mansion,4.0,3.0,1.0,5353633.533
Bayelsa,Apartment,2.0,2.0,1.0,1535551.017
Gombe,Semi-detached duplex,1.0,1.0,4.0,1230375.846
Bayelsa,Cottage,3.0,1.0,2.0,1502901.736
Bauchi,Penthouse,8.0,6.0,5.0,3101068.645
Kano,Bungalow,5.0,1.0,1.0,1590502.637
Kaduna,Detached duplex,3.0,2.0,3.0,1613795.786
Osun,Townhouse,9.0,6.0,6.0,3340479.931
Kaduna,Flat,4.0,1.0,3.0,1340200.086
Taraba,Townhouse,9.0,4.0,4.0,2935793.86
Cross River,Detached duplex,8.0,1.0,3.0,3497618.433
Sokoto,Cottage,2.0,1.0,2.0,965048.6051
Lagos,Penthouse,2.0,1.0,6.0,3952815.88
Cross River,Mansion,5.0,1.0,3.0,4296069.981
Kwara,Mansion,9.0,2.0,3.0,4644794.71
Ekiti,Bungalow,2.0,1.0,4.0,1309917.568
Cross River,Apartment,2.0,1.0,3.0,1440475.981
Ebonyi,Apartment,1.0,1.0,6.0,795537.9672
Borno,Townhouse,1.0,1.0,2.0,1067179.19
Borno,Cottage,1.0,1.0,4.0,627646.0227
Ogun,Flat,1.0,1.0,1.0,1414635.589
Oyo,Bungalow,5.0,2.0,4.0,1814967.374
Imo,Mansion,3.0,3.0,5.0,3200610.561
Nasarawa,Semi-detached duplex,5.0,1.0,2.0,1910156.054
Gombe,Detached duplex,3.0,2.0,5.0,1852832.317
Ondo,Apartment,4.0,2.0,2.0,1522251.035
Lagos,Mansion,3.0,2.0,6.0,6247851.74
Bayelsa,Bungalow,9.0,6.0,1.0,3761808.768
Delta,Semi-detached duplex,8.0,7.0,2.0,3485649.064
Lagos,Apartment,1.0,1.0,2.0,1561176.643
Plateau,Townhouse,4.0,3.0,5.0,1914905.84
Gombe,Mansion,5.0,4.0,1.0,3518411.838
Anambra,Detached duplex,1.0,1.0,5.0,1663407.686
Anambra,Apartment,5.0,1.0,5.0,1779277.326
Ebonyi,Flat,5.0,2.0,2.0,1362763.325
Enugu,Penthouse,4.0,3.0,3.0,2940019.226
Anambra,Cottage,1.0,1.0,1.0,1331415.493
Osun,Cottage,4.0,1.0,4.0,1632745.416
Kaduna,Detached duplex,9.0,2.0,2.0,2998815.356
Zamfara,Bungalow,2.0,1.0,2.0,1044145.787
Bauchi,Detached duplex,3.0,1.0,4.0,1488298.807
Anambra,Penthouse,5.0,1.0,3.0,2906241.271
Kebbi,Semi-detached duplex,9.0,5.0,1.0,2466497.588
Katsina,Penthouse,8.0,7.0,3.0,3486242.915
Abia,Penthouse,8.0,4.0,4.0,2893571.321
Lagos,Flat,8.0,6.0,3.0,4169674.265
Delta,Mansion,3.0,2.0,4.0,4222773.222
Akwa Ibom,Flat,1.0,1.0,3.0,1601527.767
Kwara,Mansion,5.0,3.0,4.0,3443569.179
Kogi,Townhouse,9.0,3.0,3.0,2870612.02
Gombe,Flat,1.0,1.0,4.0,988011.0752
Jigawa,Semi-detached duplex,5.0,3.0,3.0,1666364.432
Gombe,Bungalow,4.0,4.0,4.0,1548379.587
Kaduna,Penthouse,2.0,1.0,2.0,1835338.19
Kwara,Terrace duplex,4.0,1.0,3.0,1569907.22
Kano,Semi-detached duplex,4.0,3.0,5.0,2013845.672
Yobe,Terrace duplex,5.0,3.0,4.0,1686859.729
Plateau,Flat,2.0,2.0,3.0,1085614.237
Kwara,Penthouse,1.0,1.0,3.0,1610614.262
Benue,Townhouse,3.0,2.0,1.0,1375362.943
Jigawa,Detached duplex,2.0,1.0,1.0,1236771.781
Plateau,Apartment,4.0,2.0,1.0,1273937.628
Delta,Townhouse,5.0,2.0,2.0,2753209.211
Anambra,Semi-detached duplex,4.0,3.0,3.0,1964734.688
Imo,Penthouse,2.0,1.0,3.0,1892892.676
Plateau,Townhouse,6.0,5.0,6.0,2446005.185
Kogi,Penthouse,4.0,1.0,2.0,1807144.948
Adamawa,Penthouse,2.0,1.0,4.0,1752081.587
Ogun,Terrace duplex,6.0,2.0,6.0,2654796.33
Oyo,Penthouse,5.0,4.0,4.0,3200212.213
Kano,Flat,4.0,3.0,3.0,1640388.138
Zamfara,Mansion,4.0,2.0,3.0,1653786.176
Zamfara,Mansion,1.0,1.0,4.0,2213767.699
Benue,Flat,1.0,1.0,4.0,871816.0686
Borno,Mansion,7.0,1.0,5.0,3561817.355
Kogi,Cottage,5.0,1.0,3.0,1076520.825
Ogun,Townhouse,6.0,1.0,2.0,2692040.57
Ondo,Penthouse,4.0,1.0,4.0,2600539.47
Ondo,Flat,6.0,5.0,2.0,2341902.087
Benue,Flat,3.0,2.0,4.0,1320924.037
Kebbi,Detached duplex,1.0,1.0,4.0,1273294.022
Borno,Penthouse,1.0,1.0,2.0,1432929.565
Imo,Mansion,1.0,1.0,1.0,2575786.09
Ebonyi,Terrace duplex,1.0,1.0,6.0,941263.43
Niger,Apartment,5.0,2.0,1.0,1440427.276
Bayelsa,Townhouse,9.0,1.0,4.0,4278386.098
Oyo,Terrace duplex,2.0,2.0,4.0,1566171.258
Ekiti,Semi-detached duplex,7.0,1.0,3.0,2398112.073
Bayelsa,Terrace duplex,5.0,5.0,4.0,3053714.767
Kogi,Flat,2.0,1.0,1.0,874396.3932
Ebonyi,Terrace duplex,1.0,1.0,1.0,929975.9372
Jigawa,Apartment,6.0,5.0,4.0,1630202.256
Enugu,Terrace duplex,1.0,1.0,2.0,1505785.471
Delta,Terrace duplex,4.0,1.0,3.0,2036335.027
Niger,Apartment,1.0,1.0,4.0,835390.7699
Kebbi,Semi-detached duplex,2.0,1.0,2.0,1186178.746
Cross River,Detached duplex,9.0,6.0,5.0,4151515.357
Abia,Cottage,3.0,2.0,3.0,840936.486
Yobe,Apartment,5.0,4.0,3.0,1466531.895
Jigawa,Townhouse,2.0,1.0,3.0,1208152.259
Ebonyi,Apartment,6.0,6.0,3.0,1654185.346
Gombe,Apartment,6.0,2.0,1.0,1648096.996
Ogun,Flat,3.0,3.0,6.0,1795317.325
Bayelsa,Penthouse,9.0,1.0,4.0,5300428.403
Enugu,Townhouse,1.0,1.0,4.0,1407879.449
Akwa Ibom,Mansion,4.0,3.0,5.0,4822928.063
Gombe,Mansion,2.0,1.0,3.0,934021.7257
Ogun,Mansion,9.0,5.0,2.0,6502621.156
Benue,Mansion,7.0,2.0,5.0,4051785.601
Taraba,Penthouse,4.0,1.0,2.0,2081364.95
Abia,Detached duplex,8.0,3.0,4.0,2602971.13
Anambra,Townhouse,9.0,2.0,5.0,3386489.775
Sokoto,Bungalow,3.0,2.0,1.0,1223207.303
Kaduna,Terrace duplex,3.0,1.0,2.0,1246637.982
Oyo,Semi-detached duplex,5.0,2.0,3.0,1967086.906
Imo,Mansion,4.0,1.0,4.0,4373806.511
Ondo,Apartment,2.0,1.0,2.0,1198017.787
Enugu,Mansion,4.0,4.0,3.0,3921466.838
Imo,Detached duplex,2.0,1.0,3.0,1565600.869
Zamfara,Flat,9.0,2.0,4.0,2261710.736
Kaduna,Flat,4.0,1.0,3.0,1323498.728
Kwara,Detached duplex,8.0,3.0,4.0,2866085.726
Imo,Detached duplex,3.0,2.0,5.0,1908271.142
Lagos,Penthouse,3.0,1.0,3.0,2976370.334
Oyo,Bungalow,2.0,2.0,1.0,1313077.715
Imo,Detached duplex,5.0,2.0,3.0,2227251.634
Abia,Flat,8.0,2.0,6.0,2109688.284
Delta,Apartment,2.0,1.0,3.0,1351807.605
Adamawa,Townhouse,4.0,2.0,3.0,1745386.094
Rivers,Detached duplex,1.0,1.0,2.0,2071962.932
Delta,Penthouse,4.0,2.0,1.0,3194896.027
Katsina,Townhouse,2.0,2.0,5.0,1386003.683
Cross River,Terrace duplex,5.0,1.0,3.0,2173165.097
Nasarawa,Townhouse,2.0,2.0,2.0,1371523.088
Imo,Apartment,5.0,1.0,2.0,1489290.567
Abia,Mansion,3.0,2.0,3.0,2522677.598
Akwa Ibom,Detached duplex,2.0,2.0,1.0,1986853.452
Taraba,Flat,5.0,4.0,3.0,1675461.031
Kano,Townhouse,1.0,1.0,4.0,1432455.901
Nasarawa,Detached duplex,2.0,1.0,4.0,1673732.156
Delta,Flat,3.0,2.0,3.0,2030385.538
Ogun,Apartment,9.0,1.0,4.0,2720272.834
Kano,Apartment,1.0,1.0,4.0,921800.0599
Kano,Detached duplex,6.0,4.0,6.0,2751707.593
Benue,Semi-detached duplex,2.0,1.0,4.0,1415638.945
Edo,Detached duplex,6.0,5.0,3.0,2943184.37
Ebonyi,Penthouse,8.0,1.0,5.0,2878368.522
Nasarawa,Semi-detached duplex,5.0,1.0,2.0,1910156.054
Benue,Mansion,8.0,4.0,2.0,4372432.869
Osun,Bungalow,5.0,2.0,5.0,1852687.243
Abia,Townhouse,1.0,1.0,4.0,1047969.411
Cross River,Penthouse,8.0,5.0,5.0,4368162.715
Yobe,Townhouse,5.0,2.0,4.0,1614057.608
Enugu,Apartment,3.0,2.0,3.0,1444434.478
Ekiti,Flat,8.0,4.0,6.0,2565460.439
Oyo,Terrace duplex,5.0,2.0,4.0,1996565.547
Ekiti,Mansion,5.0,2.0,2.0,2212064.715
Cross River,Terrace duplex,2.0,1.0,3.0,1538150.358
Zamfara,Flat,2.0,1.0,1.0,862144.7132
Imo,Penthouse,1.0,1.0,4.0,1691784.693
Kwara,Apartment,5.0,1.0,2.0,1370551.123
Oyo,Detached duplex,3.0,2.0,1.0,1859677.866
Sokoto,Cottage,1.0,1.0,1.0,869452.4672
Sokoto,Bungalow,9.0,3.0,4.0,2289119.981
Oyo,Apartment,2.0,1.0,4.0,1357631.113
Adamawa,Terrace duplex,1.0,1.0,3.0,1039990.071
Enugu,Apartment,9.0,6.0,5.0,2769062.597
Adamawa,Penthouse,5.0,1.0,2.0,2432537.769
Oyo,Apartment,6.0,5.0,5.0,2117304.622
Plateau,Semi-detached duplex,4.0,2.0,3.0,1517545.947
Taraba,Apartment,9.0,7.0,2.0,2362320.881
Delta,Flat,1.0,1.0,6.0,1632758.696
Yobe,Detached duplex,1.0,1.0,2.0,1223194.406
Plateau,Mansion,7.0,4.0,5.0,4200578.65
Edo,Mansion,1.0,1.0,3.0,4102684.732
Rivers,Apartment,5.0,1.0,6.0,2209660.953
Ogun,Mansion,7.0,2.0,2.0,5258407.126
Borno,Apartment,4.0,1.0,4.0,1191577.145
Kano,Apartment,7.0,7.0,1.0,2133794.864
Borno,Mansion,4.0,1.0,5.0,2695904.341
Kebbi,Penthouse,4.0,1.0,3.0,1408543.054
Ogun,Mansion,1.0,1.0,4.0,5048835.372
Benue,Terrace duplex,4.0,1.0,2.0,1434967.08
Ogun,Semi-detached duplex,4.0,3.0,5.0,2336688.649
Jigawa,Semi-detached duplex,2.0,2.0,4.0,1087710.154
Gombe,Detached duplex,1.0,1.0,4.0,861080.8406
Borno,Mansion,3.0,2.0,3.0,3476751.936
Anambra,Semi-detached duplex,1.0,1.0,3.0,1267542.291
Sokoto,Mansion,2.0,1.0,1.0,2158954.11
Cross River,Mansion,6.0,4.0,4.0,5065657.997
Kebbi,Mansion,9.0,6.0,6.0,4520066.21
Bayelsa,Flat,8.0,3.0,6.0,3513026.106
Benue,Apartment,4.0,3.0,3.0,1352080.093
Niger,Penthouse,1.0,1.0,2.0,1623143.197
Anambra,Detached duplex,8.0,7.0,5.0,3643458.72
Nasarawa,Bungalow,3.0,2.0,2.0,1455241.221
Rivers,Flat,5.0,1.0,1.0,2081466.705
Katsina,Apartment,5.0,2.0,1.0,1413655.276
Jigawa,Detached duplex,4.0,3.0,1.0,1680384.785
Gombe,Apartment,9.0,3.0,2.0,2289119.981
Edo,Terrace duplex,7.0,6.0,2.0,2753728.812
Rivers,Flat,6.0,6.0,3.0,2863373.527
Jigawa,Penthouse,3.0,1.0,6.0,1759041.733
Borno,Flat,8.0,7.0,5.0,2228516.471
Adamawa,Detached duplex,5.0,2.0,3.0,2042596.419
Borno,Apartment,9.0,6.0,4.0,2183876.556
Katsina,Apartment,6.0,5.0,1.0,1785143.226
Kaduna,Penthouse,3.0,2.0,2.0,1890704.186
Borno,Bungalow,1.0,1.0,2.0,838615.4469
Zamfara,Apartment,5.0,4.0,3.0,1466531.895
Kebbi,Flat,4.0,1.0,2.0,921401.6952
Ogun,Townhouse,1.0,1.0,5.0,1771086.867
Bayelsa,Townhouse,3.0,2.0,4.0,2410962.558
Taraba,Penthouse,4.0,1.0,2.0,2178945.069
Imo,Semi-detached duplex,4.0,2.0,3.0,1762915.896
Katsina,Bungalow,5.0,5.0,3.0,1748427.123
Ekiti,Terrace duplex,5.0,1.0,2.0,1784954.123
Gombe,Flat,6.0,5.0,4.0,2024516.113
Yobe,Semi-detached duplex,4.0,2.0,4.0,1331938.043
Yobe,Apartment,8.0,3.0,6.0,1965106.458
